MSOACode,2019-03,2019-06,2019-09,2019-12,2020-03,2020-06,2020-09,2020-12,2021-03,2021-06,2021-09,2021-12,2022-03
E02005732,"368,962","363,802","340,480","353,533","344,325","339,808","366,279","379,003","422,238","452,164","462,057","467,141","443,164"
E02005733,"270,520","266,461","246,637","244,197","252,879","255,596","259,587","275,066","303,637","312,994","330,973","358,523","348,729"
E02002515,"104,475","93,658","90,060","88,947","85,792","92,109","90,920","96,377","104,171","97,568","108,262","108,118","107,554"
E02002516,"115,797","115,328","114,569","108,821","110,003","109,827","112,464","118,592","119,000","121,558","122,964","126,068","128,535"
E02002517,"106,583","110,138","113,288","111,666","110,233","104,353","101,571","119,343","128,164","127,324","126,933","122,553","118,583"
E02002518,"167,159","163,954","156,762","156,421","149,288","155,215","156,820","156,265","164,197","164,612","174,259","178,764","178,587"
E02002519,"134,243","133,227","126,301","128,141","135,026","145,208","153,933","155,864","157,749","155,002","156,291","151,600","145,776"
E02002520,"177,811","177,362","177,890","181,974","177,899","174,760","174,902","165,065","174,124","176,515","178,954","180,017","184,702"
E02002521,"194,555","194,932","208,469","212,870","202,450","197,715","203,533","189,304","197,632","205,372","214,170","215,235","237,961"
E02002523,"53,842","54,886","54,519","52,486","61,916","58,716","58,806","64,972","63,889","68,650","70,349","69,097","70,327"
E02002524,"113,560","121,386","120,488","119,806","130,306","124,511","132,288","131,263","128,371","124,881","124,254","129,442","128,256"
E02002525,"104,405","102,351","95,736","98,208","101,972","106,030","107,262","110,885","106,265","105,305","107,937","108,791","112,603"
E02002526,"125,653","125,132","129,222","131,085","135,195","140,168","127,014","130,471","146,058","149,973","158,701","161,931","156,233"
E02002527,"66,992","69,380","75,061","78,832","87,662","88,665","98,261","95,189","88,930","90,794","85,623","85,462","85,828"
E02002529,"136,822","137,135","138,714","142,986","141,149","138,746","144,320","154,869","156,459","157,043","165,096","158,358","156,661"
E02002530,"114,918","116,876","119,725","119,690","121,302","122,218","131,044","133,726","140,717","150,869","155,164","157,030","151,873"
E02002532,"158,649","149,981","149,980","167,326","171,553","182,991","179,444","175,630","163,481","154,661","153,979","138,325","131,389"
E02002533,"182,412","185,462","185,194","187,378","194,465","194,094","200,008","203,331","203,843","211,700","216,892","224,455","221,471"
E02002534,"181,518","186,512","186,085","184,837","190,899","189,612","191,099","200,998","217,153","222,899","237,985","234,705","230,801"
E02006812,"163,346","173,118","169,097","174,791","180,948","180,016","189,185","194,314","194,564","192,824","186,585","184,572","180,874"
E02006910,"112,027","109,826","111,086","120,264","123,691","126,295","131,230","124,342","121,612","128,933","133,900","136,240","135,808"
E02001768,"132,333","132,788","137,398","135,758","134,840","133,911","129,280","133,602","145,460","150,227","144,991","141,889","134,275"
E02001769,"134,265","122,493","121,317","129,544","120,026","123,539","117,942","104,373","114,982","114,396","112,917","115,813","105,850"
E02001770,"139,233","143,108","137,435","136,198","134,887","132,763","129,884","139,389","140,695","136,865","141,491","131,319","139,445"
E02001771,"171,797","181,201","180,758","192,353","193,204","185,381","182,591","183,140","189,814","193,860","192,957","190,549","183,106"
E02001772,"157,015","162,484","158,638","144,928","148,929","147,562","152,980","175,327","181,499","178,669","175,492","165,201","160,313"
E02001773,"176,262","192,935","195,780","204,409","205,969","192,089","192,300","212,931","210,824","219,808","225,330","217,895","234,892"
E02001774,"118,071","115,888","108,714","106,498","106,755","105,426","111,794","122,218","132,788","132,567","132,483","128,038","132,647"
E02001775,"138,723","137,024","138,181","136,464","133,267","143,174","139,311","138,133","142,880","137,410","135,365","141,397","135,365"
E02001776,"144,010","144,108","141,608","134,707","135,227","128,345","128,661","135,682","136,461","140,543","143,036","140,623","142,132"
E02001777,"157,016","164,526","165,335","165,254","167,956","167,509","175,714","170,450","169,226","182,199","176,303","170,760","166,762"
E02001778,"100,803","98,398","100,903","96,011","99,827","100,004","107,767","104,848","99,592","110,967","112,238","117,619","123,602"
E02001779,"123,420","118,318","117,179","107,626","106,135","109,194","108,364","113,019","113,966","112,485","110,886","110,186","113,878"
E02001780,"150,911","157,195","156,957","163,923","171,058","161,595","187,034","186,323","185,571","194,270","181,462","175,510","178,988"
E02001781,"95,521","97,298","96,114","90,993","92,071","91,539","92,113","93,754","98,185","99,601","107,765","108,067","110,644"
E02001782,"189,450","190,510","189,477","184,268","180,224","166,838","166,956","159,269","164,116","168,673","162,619","162,759","158,746"
E02001783,"99,948","103,737","109,887","105,713","110,781","106,070","110,530","107,748","114,294","116,589","115,710","113,070","106,903"
E02001784,"121,161","124,404","139,989","139,534","151,853","152,386","148,596","156,994","149,079","145,205","141,333","136,071","131,337"
E02001785,"195,812","190,307","187,056","180,812","178,786","180,189","197,412","231,818","237,036","220,994","225,456","222,838","225,655"
E02001786,"101,387","103,972","105,149","107,943","118,965","123,015","126,443","129,423","127,147","126,044","140,022","137,267","134,727"
E02001787,"129,836","129,255","129,347","124,096","121,089","115,831","110,361","106,238","108,148","110,138","123,439","127,993","140,783"
E02001788,"156,035","162,436","163,384","172,197","162,048","161,960","146,364","150,096","165,533","168,090","169,837","165,676","155,057"
E02001789,"278,997","302,053","274,669","282,941","293,070","285,680","292,885","303,011","307,864","325,859","323,146","326,178","318,650"
E02001790,"200,590","187,898","178,014","182,559","186,743","194,933","192,370","206,666","224,670","226,958","228,313","215,868","214,678"
E02002535,"158,207","163,082","159,206","153,351","154,106","149,715","158,273","162,567","163,928","172,664","171,684","169,233","170,083"
E02002536,"117,865","118,159","119,218","117,496","114,964","112,483","121,104","122,639","128,033","130,405","127,581","125,404","126,360"
E02002537,"83,042","83,653","85,045","86,602","88,067","87,916","88,602","89,021","97,807","97,671","98,959","99,800","96,590"
E02002538,"111,447","115,662","115,487","119,550","119,155","115,893","118,707","116,438","132,519","131,178","131,724","128,225","122,197"
E02002539,"283,962","275,645","273,432","282,244","285,473","291,093","286,010","294,208","301,515","309,837","318,617","320,078","321,707"
E02002540,"190,231","183,385","182,794","179,688","182,085","181,128","180,169","194,003","193,712","197,445","200,772","194,940","198,768"
E02002541,"128,545","123,337","121,997","121,401","119,478","122,117","124,288","123,850","127,940","129,398","129,292","131,067","124,809"
E02002542,"98,829","91,065","93,051","94,018","95,078","100,346","94,959","91,977","93,259","92,971","98,005","101,171","102,988"
E02002543,"117,388","123,292","126,087","138,972","144,664","148,026","154,319","147,053","140,615","131,973","131,712","124,404","127,986"
E02002544,"103,985","102,254","103,924","100,240","98,400","101,856","102,310","109,346","112,524","111,800","110,251","108,520","104,599"
E02002545,"129,995","155,101","160,645","161,646","160,637","138,243","129,305","130,095","133,129","133,950","140,331","142,018","144,079"
E02002546,"102,429","104,460","110,636","106,182","109,673","101,483","99,442","105,044","106,762","117,837","124,152","123,353","124,231"
E02002547,"170,843","171,503","172,188","177,396","178,219","185,731","186,577","187,507","190,724","193,866","201,457","205,149","209,640"
E02002548,"139,525","139,678","137,714","139,501","142,543","139,775","137,805","141,212","137,261","137,405","134,641","122,032","118,886"
E02002549,"142,630","143,839","146,359","145,672","147,787","145,975","147,407","154,849","156,455","160,627","171,162","175,213","177,049"
E02002550,"150,475","150,774","173,562","177,080","178,274","178,170","167,084","180,298","199,901","212,541","213,825","211,773","199,870"
E02002551,"65,884","65,309","67,471","65,554","66,847","66,795","68,994","71,415","74,955","74,727","75,581","77,325","78,864"
E02002552,"111,516","112,517","111,728","110,173","112,005","114,892","115,056","120,939","122,428","120,011","123,018","123,703","124,697"
E02002553,"136,349","135,943","132,707","133,135","121,280","118,687","113,539","119,480","130,348","133,094","142,196","145,632","144,326"
E02002554,"138,376","146,714","147,637","140,281","134,778","126,301","110,011","109,756","111,925","114,362","128,354","131,037","131,627"
E02002555,"219,315","218,195","218,383","237,505","232,892","232,284","232,209","205,879","221,654","234,665","237,588","239,847","236,976"
E02002556,"231,714","228,595","218,939","210,157","212,524","215,047","219,990","240,834","248,142","252,724","246,334","237,605","224,160"
E02002557,"209,765","214,172","210,529","207,492","204,877","206,839","206,202","205,188","209,448","206,890","207,511","213,065","210,449"
E02002558,"244,053","259,659","268,833","282,245","288,802","278,930","284,201","280,218","287,806","289,887","282,156","273,786","255,429"
E02001791,"173,646","170,554","176,083","175,495","168,732","173,338","169,118","178,845","194,123","200,870","208,678","212,596","207,453"
E02001792,"183,185","176,790","184,089","185,365","189,588","196,060","199,641","221,800","244,519","250,835","247,291","238,357","223,274"
E02001793,"80,582","83,283","86,339","89,259","83,227","82,313","81,650","81,956","89,212","90,862","93,162","96,740","95,528"
E02001794,"91,460","98,079","103,154","99,986","100,233","97,916","101,093","112,047","112,978","117,727","115,499","115,776","120,429"
E02001795,"98,807","97,084","98,121","94,440","101,117","101,052","98,605","107,155","112,998","111,654","116,685","112,080","108,943"
E02001796,"140,837","140,857","137,073","135,151","136,197","139,514","142,880","145,903","152,454","153,645","160,459","165,504","168,462"
E02001797,"172,748","184,130","179,252","178,256","188,794","180,313","188,519","196,519","207,378","219,639","220,530","213,559","197,203"
E02001798,"105,569","103,872","101,718","100,507","102,689","98,187","97,697","104,046","102,395","110,651","119,057","122,862","131,672"
E02001799,"80,751","78,757","71,129","67,180","69,648","73,205","78,455","83,809","80,942","79,000","80,933","81,570","90,352"
E02001800,"118,355","118,516","116,898","116,617","121,753","117,481","113,295","112,808","119,059","128,437","139,640","142,499","139,580"
E02001801,"90,625","88,899","93,043","88,112","85,565","76,047","70,264","68,414","69,764","67,451","67,865","72,200","73,605"
E02001802,"107,655","112,414","110,105","111,156","111,658","109,193","113,089","110,245","108,756","109,154","107,593","104,143","107,025"
E02001803,"103,682","102,061","98,396","100,759","86,924","84,405","84,503","76,635","87,756","88,679","98,682","105,902","110,215"
E02001804,"121,443","119,303","121,683","112,168","115,502","120,200","121,891","124,987","120,539","121,642","120,911","122,990","129,943"
E02001805,"125,011","126,029","131,607","133,564","138,680","147,405","144,846","145,254","147,758","133,411","129,653","132,378","132,665"
E02001806,"80,682","81,519","84,302","93,451","94,129","89,042","84,954","77,053","78,357","90,016","92,068","95,662","100,578"
E02001807,"171,948","171,329","175,319","176,130","184,930","189,403","192,517","188,928","187,858","184,183","179,508","177,103","165,891"
E02001808,"117,505","114,978","115,076","124,254","124,477","125,736","123,930","119,263","118,337","122,758","131,940","139,434","138,127"
E02001809,"141,919","144,894","151,433","151,828","150,575","150,085","156,381","151,714","157,101","165,476","156,180","155,399","150,979"
